codeSnippet,branchType,className,methodName,lineAtOf
"if (! lIM1ZRepository.findById(lIM1ZsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.LIM1ZRestAPI,getLIM1ZById,58
"if (! lIM1ZRepository.findById(lIM1ZsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.LIM1ZRestAPI,updateLIM1ZByValues,83
"if(lIM1Zsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.LIM1ZRestAPI,updateLIM1ZByValues,85
"if(lIM1Zsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.LIM1ZRestAPI,updateLIM1ZByValues,88
"if (!lIM1ZRepository.findById(lIM1ZsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.LIM1ZRestAPI,deleteLIM1Z,102
"if (a3W4WRepository.findById(a3W4W.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.A3W4WRestAPI,createA3W4W,22
"if (! a3W4WRepository.findById(a3W4WsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.A3W4WRestAPI,getA3W4WById,58
"if (! a3W4WRepository.findById(a3W4WsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.A3W4WRestAPI,updateA3W4WByValues,83
"if(a3W4Wsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.A3W4WRestAPI,updateA3W4WByValues,85
"if(a3W4Wsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.A3W4WRestAPI,updateA3W4WByValues,88
"if (!a3W4WRepository.findById(a3W4WsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumshown.service.A3W4WRestAPI,deleteA3W4W,102
