codeSnippet,branchType,className,methodName,lineAtOf
"if (!s8earRepository.findById(s8earsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.S8earRestAPI,deleteS8ear,102
"if (szAxJRepository.findById(szAxJ.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.SzAxJRestAPI,createSzAxJ,22
"if (! szAxJRepository.findById(szAxJsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.SzAxJRestAPI,getSzAxJById,58
"if (! szAxJRepository.findById(szAxJsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.SzAxJRestAPI,updateSzAxJByValues,83
"if(szAxJsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.SzAxJRestAPI,updateSzAxJByValues,85
"if(szAxJsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.SzAxJRestAPI,updateSzAxJByValues,88
"if (!szAxJRepository.findById(szAxJsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.SzAxJRestAPI,deleteSzAxJ,102
"if (nOGSKRepository.findById(nOGSK.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.NOGSKRestAPI,createNOGSK,22
"if (! nOGSKRepository.findById(nOGSKsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.NOGSKRestAPI,getNOGSKById,58
"if (! nOGSKRepository.findById(nOGSKsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.NOGSKRestAPI,updateNOGSKByValues,83
"if(nOGSKsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.NOGSKRestAPI,updateNOGSKByValues,85
"if(nOGSKsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.NOGSKRestAPI,updateNOGSKByValues,88
"if (!nOGSKRepository.findById(nOGSKsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsepdhide.service.NOGSKRestAPI,deleteNOGSK,102
