codeSnippet,branchType,className,methodName,lineAtOf
"if (! aS7ExRepository.findById(aS7ExsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.AS7ExRestAPI,getAS7ExById,58
"if (! aS7ExRepository.findById(aS7ExsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.AS7ExRestAPI,updateAS7ExByValues,83
"if(aS7Exsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.AS7ExRestAPI,updateAS7ExByValues,85
"if(aS7Exsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.AS7ExRestAPI,updateAS7ExByValues,88
"if (!aS7ExRepository.findById(aS7ExsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.AS7ExRestAPI,deleteAS7Ex,102
"if (sIth8Repository.findById(sIth8.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.SIth8RestAPI,createSIth8,22
"if (! sIth8Repository.findById(sIth8sId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.SIth8RestAPI,getSIth8ById,58
"if (! sIth8Repository.findById(sIth8sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.SIth8RestAPI,updateSIth8ByValues,83
"if(sIth8sname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.SIth8RestAPI,updateSIth8ByValues,85
"if(sIth8svalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.SIth8RestAPI,updateSIth8ByValues,88
"if (!sIth8Repository.findById(sIth8sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.SIth8RestAPI,deleteSIth8,102
"if (yD7VbRepository.findById(yD7Vb.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createYD7Vb,31
"if (! riT1iRepository.findById(yD7Vb.riT1iId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createYD7Vb,40
"if (! iqYSoRepository.findById(yD7Vb.iqYSoId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createYD7Vb,49
"if (! aS7ExRepository.findById(yD7Vb.aS7ExId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createYD7Vb,54
"if (! sIth8Repository.findById(yD7Vb.sIth8Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createYD7Vb,58
"if (! riT1iRepository.findById(yD7Vb.riT1iId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createOrUpdateYD7Vb,92
"if (! iqYSoRepository.findById(yD7Vb.iqYSoId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createOrUpdateYD7Vb,101
"if (! aS7ExRepository.findById(yD7Vb.aS7ExId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createOrUpdateYD7Vb,106
"if (! sIth8Repository.findById(yD7Vb.sIth8Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,createOrUpdateYD7Vb,110
"if (! yD7VbRepository.findById(yD7VbsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,getYD7VbById,129
"if (! yD7VbRepository.findById(yD7VbsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,162
"if (! riT1iRepository.findById(node.getOwnedRiT1i().getId()).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,165
"if(riT1iName != null||riT1iValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,168
"if(riT1iName != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,169
"if(riT1iValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,170
"if (! iqYSoRepository.findById(node.getOwnedIqYSo().getId()).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,174
"if(iqYSoName != null||iqYSoValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,177
"if(iqYSoName != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,178
"if(iqYSoValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,179
"if(aS7ExId != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,185
"if (! aS7ExRepository.findById(aS7ExId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,186
"if(sIth8Id != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,193
"if (! sIth8Repository.findById(sIth8Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,194
"if(yD7Vbsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,200
"if(yD7Vbsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,updateYD7VbByValues,203
"if (!yD7VbRepository.findById(yD7VbsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5denseshown.service.YD7VbRestAPI,deleteWithConditionYD7Vb,220
