codeSnippet,branchType,className,methodName,lineAtOf
"if (! vrS4RRepository.findById(vrS4RsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.VrS4RRestAPI,updateVrS4RByValues,83
"if(vrS4Rsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.VrS4RRestAPI,updateVrS4RByValues,85
"if(vrS4Rsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.VrS4RRestAPI,updateVrS4RByValues,88
"if (!vrS4RRepository.findById(vrS4RsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.VrS4RRestAPI,deleteVrS4R,102
"if (jjhK5Repository.findById(jjhK5.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.JjhK5RestAPI,createJjhK5,22
"if (! jjhK5Repository.findById(jjhK5sId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.JjhK5RestAPI,getJjhK5ById,58
"if (! jjhK5Repository.findById(jjhK5sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.JjhK5RestAPI,updateJjhK5ByValues,83
"if(jjhK5sname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.JjhK5RestAPI,updateJjhK5ByValues,85
"if(jjhK5svalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.JjhK5RestAPI,updateJjhK5ByValues,88
"if (!jjhK5Repository.findById(jjhK5sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5sparsehide.service.JjhK5RestAPI,deleteJjhK5,102
