codeSnippet,branchType,className,methodName,lineAtOf
"if (!iUJWoRepository.findById(iUJWosId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.IUJWoRestAPI,deleteIUJWo,102
"if (uEearRepository.findById(uEear.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createUEear,31
"if (! oEXmzRepository.findById(uEear.oEXmzId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createUEear,40
"if (! w27dtRepository.findById(uEear.w27dtId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createUEear,49
"if (! b8v25Repository.findById(uEear.b8v25Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createUEear,54
"if (! iUJWoRepository.findById(uEear.iUJWoId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createUEear,58
"if (!(Util.medium(new double[]{ownedDto0.value * 1.0,ownedDto1.value * 1.0}) < Util.medium(new double[]{referVarToB8v25Entity.getValue() * 1.0,referVarToIUJWoEntity.getValue() * 1.0}) && Util.average(new double[]{ownedDto0.value * 1.0,ownedDto1.value * 1.0}) < Util.average(new double[]{referVarToB8v25Entity.getValue() * 1.0,referVarToIUJWoEntity.getValue() * 1.0})))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createUEear,65
"if (! oEXmzRepository.findById(uEear.oEXmzId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createOrUpdateUEear,103
"if (! w27dtRepository.findById(uEear.w27dtId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createOrUpdateUEear,112
"if (! b8v25Repository.findById(uEear.b8v25Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createOrUpdateUEear,117
"if (! iUJWoRepository.findById(uEear.iUJWoId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createOrUpdateUEear,121
"if (!(Util.medium(new double[]{ownedDto0.value * 1.0,ownedDto1.value * 1.0}) < Util.medium(new double[]{referVarToB8v25Entity.getValue() * 1.0,referVarToIUJWoEntity.getValue() * 1.0}) && Util.average(new double[]{ownedDto0.value * 1.0,ownedDto1.value * 1.0}) < Util.average(new double[]{referVarToB8v25Entity.getValue() * 1.0,referVarToIUJWoEntity.getValue() * 1.0})))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,createOrUpdateUEear,128
"if (! uEearRepository.findById(uEearsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,getUEearById,151
"if (! uEearRepository.findById(uEearsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,184
"if (! oEXmzRepository.findById(node.getOwnedOEXmz().getId()).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,187
"if(oEXmzName != null||oEXmzValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,190
"if(oEXmzName != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,191
"if(oEXmzValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,192
"if (! w27dtRepository.findById(node.getOwnedW27dt().getId()).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,196
"if(w27dtName != null||w27dtValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,199
"if(w27dtName != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,200
"if(w27dtValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,201
"if(b8v25Id != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,207
"if (! b8v25Repository.findById(b8v25Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,208
"if(iUJWoId != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,215
"if (! iUJWoRepository.findById(iUJWoId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,216
"if(uEearsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,222
"if(uEearsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,225
"if (!(Util.medium(new double[]{ownedDto0.value * 1.0,ownedDto1.value * 1.0}) < Util.medium(new double[]{referVarToB8v25Entity.getValue() * 1.0,referVarToIUJWoEntity.getValue() * 1.0}) && Util.average(new double[]{ownedDto0.value * 1.0,ownedDto1.value * 1.0}) < Util.average(new double[]{referVarToB8v25Entity.getValue() * 1.0,referVarToIUJWoEntity.getValue() * 1.0})))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,updateUEearByValues,227
"if (!uEearRepository.findById(uEearsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densepdshown.service.UEearRestAPI,deleteWithConditionUEear,253
