codeSnippet,branchType,className,methodName,lineAtOf
"if(kuGn6svalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.KuGn6RestAPI,updateKuGn6ByValues,88
"if (!kuGn6Repository.findById(kuGn6sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.KuGn6RestAPI,deleteKuGn6,102
"if (hvltgRepository.findById(hvltg.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createHvltg,28
"if (! nSPiiRepository.findById(hvltg.nSPiiId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createHvltg,37
"if (! wUaJGRepository.findById(hvltg.wUaJGId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createHvltg,46
"if (! yaDPDRepository.findById(hvltg.yaDPDId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createHvltg,51
"if (! kuGn6Repository.findById(hvltg.kuGn6Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createHvltg,55
"if (! nSPiiRepository.findById(hvltg.nSPiiId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createOrUpdateHvltg,86
"if (! wUaJGRepository.findById(hvltg.wUaJGId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createOrUpdateHvltg,95
"if (! yaDPDRepository.findById(hvltg.yaDPDId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createOrUpdateHvltg,100
"if (! kuGn6Repository.findById(hvltg.kuGn6Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,createOrUpdateHvltg,104
"if (! hvltgRepository.findById(hvltgsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,getHvltgById,120
"if (! hvltgRepository.findById(hvltgsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,151
"if (! nSPiiRepository.findById(node.getOwnedNSPii().getId()).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,154
"if(nSPiiName != null||nSPiiValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,157
"if(nSPiiName != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,158
"if(nSPiiValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,159
"if (! wUaJGRepository.findById(node.getOwnedWUaJG().getId()).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,163
"if(wUaJGName != null||wUaJGValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,166
"if(wUaJGName != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,167
"if(wUaJGValue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,168
"if(yaDPDId != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,174
"if (! yaDPDRepository.findById(yaDPDId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,175
"if(kuGn6Id != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,182
"if (! kuGn6Repository.findById(kuGn6Id).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,183
"if(hvltgsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,189
"if(hvltgsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,updateHvltgByValues,192
"if (!hvltgRepository.findById(hvltgsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5densehide.service.HvltgRestAPI,deleteHvltg,206
