codeSnippet,branchType,className,methodName,lineAtOf
"if(vWyPIId != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.RpZ1MRestAPI,updateRpZ1MByValues,105
"if (! vWyPIRepository.findById(vWyPIId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.RpZ1MRestAPI,updateRpZ1MByValues,106
"if(rpZ1Msname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.RpZ1MRestAPI,updateRpZ1MByValues,112
"if(rpZ1Msvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.RpZ1MRestAPI,updateRpZ1MByValues,115
"if (!(node.getValue() == referVarToVWyPIEntity.getValue()))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.RpZ1MRestAPI,updateRpZ1MByValues,119
"if (!rpZ1MRepository.findById(rpZ1MsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.RpZ1MRestAPI,deleteRpZ1M,132
"if (vWyPIRepository.findById(vWyPI.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,createVWyPI,23
"if (! xfPcdRepository.findById(vWyPI.xfPcdId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,createVWyPI,27
"if (!(node.getValue() == referVarToXfPcdEntity.getValue()))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,createVWyPI,34
"if (! xfPcdRepository.findById(vWyPI.xfPcdId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,createOrUpdateVWyPI,56
"if (!(node.getValue() == referVarToXfPcdEntity.getValue()))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,createOrUpdateVWyPI,63
"if (! vWyPIRepository.findById(vWyPIsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,getVWyPIById,75
"if (! vWyPIRepository.findById(vWyPIsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,updateVWyPIByValues,101
"if(xfPcdId != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,updateVWyPIByValues,105
"if (! xfPcdRepository.findById(xfPcdId).isPresent())",CHECK_REFER_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,updateVWyPIByValues,106
"if(vWyPIsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,updateVWyPIByValues,112
"if(vWyPIsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,updateVWyPIByValues,115
"if (!(node.getValue() == referVarToXfPcdEntity.getValue()))",CHECK_REFER_PROPERTY,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,updateVWyPIByValues,119
"if (!vWyPIRepository.findById(vWyPIsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.VWyPIRestAPI,deleteVWyPI,132
"if (xfPcdRepository.findById(xfPcd.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.XfPcdRestAPI,createXfPcd,22
"if (! xfPcdRepository.findById(xfPcdsId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.XfPcdRestAPI,getXfPcdById,58
"if (! xfPcdRepository.findById(xfPcdsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.XfPcdRestAPI,updateXfPcdByValues,83
"if(xfPcdsname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.XfPcdRestAPI,updateXfPcdByValues,85
"if(xfPcdsvalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.XfPcdRestAPI,updateXfPcdByValues,88
"if (!xfPcdRepository.findById(xfPcdsId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.XfPcdRestAPI,deleteXfPcd,102
"if (fy6u2Repository.findById(fy6u2.id).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.Fy6u2RestAPI,createFy6u2,22
"if (! fy6u2Repository.findById(fy6u2sId).isPresent())",CHECK_OWN_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.Fy6u2RestAPI,getFy6u2ById,58
"if (! fy6u2Repository.findById(fy6u2sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.Fy6u2RestAPI,updateFy6u2ByValues,83
"if(fy6u2sname != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.Fy6u2RestAPI,updateFy6u2ByValues,85
"if(fy6u2svalue != null)",CHECK_OPTIONAL_PARAM_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.Fy6u2RestAPI,updateFy6u2ByValues,88
"if (!fy6u2Repository.findById(fy6u2sId).isPresent())",CHECK_SELF_EXISTENCE,org.autogenerated.rest.artificial.cs.n5mediumpdhide.service.Fy6u2RestAPI,deleteFy6u2,102
